Q1,Q2,CODES,OPT,R,TYPE,C1,Q
How often have you on average had the following for your hot meals since you became pregnant?,More detailed questions,,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,More detailed questions,,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,More detailed questions,,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot meal with meat products,,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot meal with meat products,,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot meal with meat products,,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot meal with meat products,,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot meal with meat products,,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot meal with meat products,,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot meal with meat products,,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot meal with meat products,,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat or pork sausage per week,BB321,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB321,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat or pork sausage per week,BB321,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB321,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat or pork sausage per week,BB321,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB321,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat or pork sausage per week,BB321,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB321,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat or pork sausage per week,BB321,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB321,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat or pork sausage per week,BB321,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB321,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat or pork sausage per week,BB321,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB321,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat or pork sausage per week,BB321,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB321,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot dogs and or or frankfurters,BB323,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB323,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot dogs and or or frankfurters,BB323,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB323,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot dogs and or or frankfurters,BB323,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB323,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot dogs and or or frankfurters,BB323,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB323,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot dogs and or or frankfurters,BB323,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB323,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot dogs and or or frankfurters,BB323,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB323,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot dogs and or or frankfurters,BB323,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB323,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hot dogs and or or frankfurters,BB323,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB323,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Chicken and or or turkey sausage,BB325,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB325,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Chicken and or or turkey sausage,BB325,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB325,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Chicken and or or turkey sausage,BB325,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB325,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Chicken and or or turkey sausage,BB325,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB325,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Chicken and or or turkey sausage,BB325,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB325,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Chicken and or or turkey sausage,BB325,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB325,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Chicken and or or turkey sausage,BB325,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB325,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Chicken and or or turkey sausage,BB325,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB325,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat balls meat loaf,BB327,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB327,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat balls meat loaf,BB327,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB327,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat balls meat loaf,BB327,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB327,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat balls meat loaf,BB327,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB327,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat balls meat loaf,BB327,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB327,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat balls meat loaf,BB327,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB327,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat balls meat loaf,BB327,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB327,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Meat balls meat loaf,BB327,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB327,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hamburger meat patty,BB329,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB329,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hamburger meat patty,BB329,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB329,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hamburger meat patty,BB329,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB329,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hamburger meat patty,BB329,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB329,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hamburger meat patty,BB329,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB329,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hamburger meat patty,BB329,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB329,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hamburger meat patty,BB329,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB329,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Hamburger meat patty,BB329,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB329,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,minced meat,,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,minced meat,,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,minced meat,,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,minced meat,,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,minced meat,,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,minced meat,,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,minced meat,,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,minced meat,,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef or veal,,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef or veal,,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef or veal,,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef or veal,,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef or veal,,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef or veal,,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef or veal,,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef or veal,,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef and or or veal roast per week,BB333,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB333,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef and or or veal roast per week,BB333,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB333,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef and or or veal roast per week,BB333,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB333,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef and or or veal roast per week,BB333,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB333,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef and or or veal roast per week,BB333,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB333,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef and or or veal roast per week,BB333,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB333,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef and or or veal roast per week,BB333,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB333,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef and or or veal roast per week,BB333,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB333,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef 5,BB335,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB335,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef 5,BB335,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB335,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef 5,BB335,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB335,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef 5,BB335,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB335,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef 5,BB335,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB335,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef 5,BB335,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB335,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef 5,BB335,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB335,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef 5,BB335,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB335,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,T-bone steak beef and veal,BB337,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB337,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,T-bone steak beef and veal,BB337,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB337,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,T-bone steak beef and veal,BB337,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB337,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,T-bone steak beef and veal,BB337,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB337,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,T-bone steak beef and veal,BB337,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB337,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,T-bone steak beef and veal,BB337,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB337,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,T-bone steak beef and veal,BB337,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB337,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,T-bone steak beef and veal,BB337,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB337,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef stew beef soup,BB339,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB339,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef stew beef soup,BB339,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB339,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef stew beef soup,BB339,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB339,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef stew beef soup,BB339,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB339,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef stew beef soup,BB339,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB339,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef stew beef soup,BB339,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB339,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef stew beef soup,BB339,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB339,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Beef stew beef soup,BB339,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB339,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork,,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork,,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork,,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork,,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork,,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork,,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork,,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork,,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork chop pork roast pork schnitzel per week,BB341,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB341,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork chop pork roast pork schnitzel per week,BB341,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB341,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork chop pork roast pork schnitzel per week,BB341,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB341,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork chop pork roast pork schnitzel per week,BB341,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB341,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork chop pork roast pork schnitzel per week,BB341,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB341,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork chop pork roast pork schnitzel per week,BB341,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB341,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork chop pork roast pork schnitzel per week,BB341,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB341,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork chop pork roast pork schnitzel per week,BB341,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB341,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork tenderloin fillet,BB343,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB343,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork tenderloin fillet,BB343,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB343,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork tenderloin fillet,BB343,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB343,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork tenderloin fillet,BB343,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB343,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork tenderloin fillet,BB343,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB343,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork tenderloin fillet,BB343,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB343,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork tenderloin fillet,BB343,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB343,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork tenderloin fillet,BB343,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB343,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork loin smoked,BB345,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB345,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork loin smoked,BB345,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB345,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork loin smoked,BB345,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB345,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork loin smoked,BB345,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB345,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork loin smoked,BB345,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB345,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork loin smoked,BB345,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB345,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork loin smoked,BB345,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB345,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork loin smoked,BB345,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB345,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork belly bacon spareribs,BB347,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB347,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork belly bacon spareribs,BB347,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB347,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork belly bacon spareribs,BB347,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB347,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork belly bacon spareribs,BB347,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB347,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork belly bacon spareribs,BB347,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB347,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork belly bacon spareribs,BB347,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB347,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork belly bacon spareribs,BB347,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB347,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork belly bacon spareribs,BB347,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB347,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Bacon,BB349,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB349,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Bacon,BB349,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB349,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Bacon,BB349,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB349,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Bacon,BB349,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB349,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Bacon,BB349,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB349,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Bacon,BB349,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB349,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Bacon,BB349,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB349,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Bacon,BB349,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB349,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork stew,BB351,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB351,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork stew,BB351,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB351,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork stew,BB351,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB351,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork stew,BB351,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB351,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork stew,BB351,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB351,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork stew,BB351,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB351,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork stew,BB351,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB351,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Pork stew,BB351,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB351,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb roast lamb sirloin,BB353,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB353,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb roast lamb sirloin,BB353,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB353,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb roast lamb sirloin,BB353,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB353,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb roast lamb sirloin,BB353,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB353,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb roast lamb sirloin,BB353,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB353,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb roast lamb sirloin,BB353,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB353,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb roast lamb sirloin,BB353,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB353,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb roast lamb sirloin,BB353,,1==6+;2==2;3==1;4==3;5==2;6==1Lamb,Categorical,BB353,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb stews,BB355,,1==6+;2==5;3==4;4==3;5==2;6==1,Categorical,BB355,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb stews,BB355,,1==6+;2==5;3==4;4==3;5==2;6==1Lamb,Categorical,BB355,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb stews,BB355,,1==6+;2==5;3==1;4==3;5==2;6==1,Categorical,BB355,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb stews,BB355,,1==6+;2==5;3==1;4==3;5==2;6==1Lamb,Categorical,BB355,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb stews,BB355,,1==6+;2==2;3==4;4==3;5==2;6==1,Categorical,BB355,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb stews,BB355,,1==6+;2==2;3==4;4==3;5==2;6==1Lamb,Categorical,BB355,q02-w22-m
How often have you on average had the following for your hot meals since you became pregnant?,Lamb stews,BB355,,1==6+;2==2;3==1;4==3;5==2;6==1,Categorical,BB355,q02-w22-m
