Q1,Q2,CODES,OPT,R,TYPE,C1,Q
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;3==Very true or often,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;3==Very true or often true,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Somewhat or;3==Very true or often,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Somewhat or;3==Very true or often true,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Slightly disagree;3==Very true or often,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Slightly disagree;3==Very true or often true,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is excessively talkative sometimes true,GG342,,1==Totally disagree;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG342,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Somewhat or;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Somewhat or;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Slightly disagree;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Slightly disagree;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Somewhat or;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Somewhat or;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Somewhat or;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Somewhat or;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Slightly disagree;3==Very true or often,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Slightly disagree;3==Very true or often true,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Doesn’t differentiate between adults,GG343,,1==Totally disagree;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG343,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Somewhat or;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Somewhat or;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Slightly disagree;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Slightly disagree;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Somewhat or;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Somewhat or;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Somewhat or;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Somewhat or;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Slightly disagree;3==Very true or often,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Slightly disagree;3==Very true or often true,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Mood can vary greatly from day to day,GG347,,1==Totally disagree;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG347,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Somewhat or;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Somewhat or;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Slightly disagree;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Slightly disagree;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Somewhat or;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Somewhat or;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Somewhat or sometimes true;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Not true 2==Somewhat true 3==;2==Slightly disagree;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Totally disagree;2==Somewhat or;3==Very true or often,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Totally disagree;2==Somewhat or;3==Very true or often true,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Totally disagree;2==Somewhat or;1==Not true 2==Somewhat true 3==,Categorical,GG348,q06-m36-m
Some more statements follow about your childs behavior and manner. We are again asking to what extent you feel the statements are true of your child during the last two months?,Is extremely passive needs help to get going,GG348,,1==Totally disagree;2==Somewhat or sometimes true;3==Very true or often,Categorical,GG348,q06-m36-m
